<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2af9aae63a20> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2af9aae63a50> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2af9aae63f90> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2af9aae63a20> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2af9aae63a50> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
23.7%	2370000	-32609.170813318284	294.80530587658285	29.83950069364063	0.9985250429778422
23.8%	2380000	-32569.798647742427	282.27933841224336	30.882368516330086	0.9648058145799115
23.9%	2390000	-31859.921050901467	300.2778847891189	30.317262041828283	0.9827895629706425
24.0%	2400000	-32346.761352819565	295.75497363331596	30.186972436241316	0.9870313684317528
24.1%	2410000	-32411.732836875075	304.72419504412363	30.1547085813464	0.9880874368982048
24.2%	2420000	-32709.62069272407	295.6234617671118	30.3206297112522	0.982680405924998
24.3%	2430000	-32599.529680737876	302.13105646502476	30.025803381991217	0.9923294418968155
24.4%	2440000	-32190.084142941458	299.8604164026184	30.165228680381855	0.9877428422060182
24.5%	2450000	-31933.835854116536	301.7701216695647	31.057056863557	0.9593790178977812
24.6%	2460000	-32558.891827527375	294.3678858440023	30.348793132422152	0.9817684868899718
24.7%	2470000	-32306.865416927205	296.70913072811123	30.864993733210326	0.96534893122286
24.8%	2480000	-32453.237922612985	303.1433138758321	30.627150908336905	0.9728455905588118
24.9%	2490000	-32660.089531680278	299.4461527941832	30.006586685043402	0.9929649455066559
25.0%	2500000	-31925.439289926493	303.9507125929227	30.760891098005402	0.9686159161522752
25.1%	2510000	-31942.911522357957	305.52369770212175	30.615926115660468	0.9732022673426187
25.2%	2520000	-32340.77108272811	301.1403337513142	30.37655303799729	0.9808712883020143
25.3%	2530000	-32333.052643204515	293.8196251017784	30.64684095447728	0.9722205546996832
25.4%	2540000	-32386.353306609846	289.6500610976102	30.302032089950377	0.9832835178877819
25.5%	2550000	-32373.162072458246	310.0051950561285	29.610147704171386	1.0062593746655768
25.6%	2560000	-32443.912083556817	306.5512405825599	30.36689165592882	0.9811833575247603
